item,type,kanji,earn_rate,earning,area,ken,station
出石白磁工房,商業,1億円,100万円,1%,近畿,兵庫県,出石
出石白磁工房,商業,1億円,100万円,1%,近畿,兵庫県,出石
忠臣蔵グッズ屋,観光,1000万円,1000万円,100%,近畿,兵庫県,赤穂
塩まんじゅう屋,食品,1000万円,500万円,50%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
布海苔養殖場,水産,3億円,300万円,1%,近畿,兵庫県,赤穂
味噌だれギョーザ屋,食品,1000万円,1000万円,100%,近畿,兵庫県,神戸
あん食トースト屋,食品,1000万円,1000万円,100%,近畿,兵庫県,神戸
缶コーヒー工場,食品,280億円,11億2000万円,4%,近畿,兵庫県,神戸
元町中華街,観光,300億円,9億円,3%,近畿,兵庫県,神戸
フランスパン屋,食品,1億円,200万円,2%,近畿,兵庫県,神戸
ステーキハウス,食品,10億円,2000万円,2%,近畿,兵庫県,神戸
ベルト工場,工業,80億円,1億6000万円,2%,近畿,兵庫県,神戸
スポーツ靴工場,工業,270億円,5億4000万円,2%,近畿,兵庫県,神戸
吹き戻し屋,商業,500万円,500万円,100%,近畿,兵庫県,淡路島
タマネギ畑,農林,5000万円,400万円,8%,近畿,兵庫県,淡路島
タマネギ畑,農林,5000万円,400万円,8%,近畿,兵庫県,淡路島
お香工場,工業,1億円,200万円,2%,近畿,兵庫県,淡路島
淡路瓦工場,工業,3億円,300万円,1%,近畿,兵庫県,淡路島
焼きアナゴ寿司屋,食品,1000万円,700万円,70%,近畿,兵庫県,姫路
焼きアナゴ寿司屋,食品,1000万円,700万円,70%,近畿,兵庫県,姫路
どろ焼き屋,食品,1000万円,500万円,50%,近畿,兵庫県,姫路
液晶パネル工場,工業,3000億円,90億円,3%,近畿,兵庫県,姫路
幼児服チェーン本店,商業,25億円,5000万円,2%,近畿,兵庫県,姫路
石油工場,工業,80億円,8000万円,1%,近畿,兵庫県,姫路
化学工場,工業,100億円,1億円,1%,近畿,兵庫県,姫路
製鉄所,工業,200億円,2億円,1%,近畿,兵庫県,姫路
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
海鮮市場,水産,6億円,1200万円,2%,近畿,兵庫県,明石
麦わら細工屋,商業,1000万円,500万円,50%,近畿,兵庫県,城崎
間人蟹料理屋,食品,8億円,8000万円,10%,近畿,兵庫県,城崎
カニ割烹旅館,観光,20億円,1億4000万円,7%,近畿,兵庫県,城崎
但馬牛屋,食品,4億円,1600万円,4%,近畿,兵庫県,城崎
但馬牛屋,食品,4億円,1600万円,4%,近畿,兵庫県,城崎
醤油工房,食品,3億円,900万円,3%,近畿,兵庫県,城崎
水族館,観光,7億円,1400万円,2%,近畿,兵庫県,城崎
城崎温泉旅館,観光,10億円,2000万円,2%,近畿,兵庫県,城崎
すきやきパン屋,食品,1000万円,500万円,50%,近畿,兵庫県,三田
丹波松茸屋,食品,5億円,3500万円,7%,近畿,兵庫県,三田
三田牛ステーキ屋,食品,3億円,900万円,3%,近畿,兵庫県,三田
丹波栗屋,食品,1億円,200万円,2%,近畿,兵庫県,三田
丹波栗屋,食品,1億円,200万円,2%,近畿,兵庫県,三田
炭酸せんべい屋,食品,1000万円,500万円,50%,近畿,兵庫県,有馬
炭酸せんべい屋,食品,1000万円,500万円,50%,近畿,兵庫県,有馬
老舗日本旅館,観光,50億円,4億円,8%,近畿,兵庫県,有馬
日本旅館,観光,10億円,4000万円,4%,近畿,兵庫県,有馬
日本旅館,観光,10億円,4000万円,4%,近畿,兵庫県,有馬
牛乳スープ鍋屋,食品,1000万円,1000万円,100%,近畿,奈良県,橿原
柿の葉寿司屋,食品,1000万円,500万円,50%,近畿,奈良県,橿原
石舞台グッズ屋,観光,1000万円,500万円,50%,近畿,奈良県,橿原
富有柿園,農林,1億円,1000万円,10%,近畿,奈良県,橿原
富有柿園,農林,1億円,1000万円,10%,近畿,奈良県,橿原
柿の葉寿司屋,食品,1000万円,800万円,80%,近畿,奈良県,五條
柿の葉寿司屋,食品,1000万円,800万円,80%,近畿,奈良県,五條
富有柿園,農林,3億円,3000万円,10%,近畿,奈良県,五條
富有柿園,農林,3億円,3000万円,10%,近畿,奈良県,五條
柿ワイン工場,食品,5億円,2000万円,4%,近畿,奈良県,五條
柿の葉ずし屋,食品,1000万円,700万円,70%,近畿,奈良県,奈良
柿の葉ずし屋,食品,1000万円,700万円,70%,近畿,奈良県,奈良
せんとくんグッズ屋,観光,1000万円,500万円,50%,近畿,奈良県,奈良
巾着きつねうどん屋,食品,1000万円,500万円,50%,近畿,奈良県,奈良
シカせんべい屋,食品,1000万円,250万円,25%,近畿,奈良県,奈良
日本旅館,観光,3億円,900万円,3%,近畿,奈良県,奈良
日本旅館,観光,3億円,900万円,3%,近畿,奈良県,奈良
ならまち散歩道,観光,79億円,2億3700万円,3%,近畿,奈良県,奈良
和歌山ラーメン屋,食品,1000万円,800万円,80%,近畿,和歌山県,和歌山
富有柿園,農林,5000万円,500万円,10%,近畿,和歌山県,和歌山
梅干し林,農林,1億円,1000万円,10%,近畿,和歌山県,和歌山
梅干し林,農林,1億円,1000万円,10%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
めはり寿司屋,食品,1000万円,700万円,70%,近畿,和歌山県,新宮
さんま寿司屋,食品,1000万円,500万円,50%,近畿,和歌山県,新宮
さんま寿司屋,食品,1000万円,500万円,50%,近畿,和歌山県,新宮
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,新宮
ヨシノスギ林,農林,1億円,400万円,4%,近畿,和歌山県,新宮
ヨシノスギ林,農林,1億円,400万円,4%,近畿,和歌山県,新宮
ヨシノスギ林,農林,1億円,400万円,4%,近畿,和歌山県,新宮
木材集積所,農林,3億円,600万円,2%,近畿,和歌山県,新宮
せち焼き屋,食品,1000万円,500万円,50%,近畿,和歌山県,御坊
ジャンボかまぼこ屋,食品,1000万円,500万円,50%,近畿,和歌山県,御坊
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,御坊
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,御坊
ピーマン畑,農林,3000万円,150万円,5%,近畿,和歌山県,御坊
梅林,農林,8000万円,400万円,5%,近畿,和歌山県,御坊
梅林,農林,8000万円,400万円,5%,近畿,和歌山県,御坊
麻雀牌工場,工業,10億円,1000万円,1%,近畿,和歌山県,御坊
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,白浜
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,白浜
レタス栽培,農林,3000万円,150万円,5%,近畿,和歌山県,白浜
パンダパーク,観光,15億円,4500万円,3%,近畿,和歌山県,白浜
ゴルフ場,観光,30億円,6000万円,2%,近畿,和歌山県,白浜
日本旅館,観光,10億円,1000万円,1%,近畿,和歌山県,白浜
日本旅館,観光,10億円,1000万円,1%,近畿,和歌山県,白浜
ホテル,観光,20億円,2000万円,1%,近畿,和歌山県,白浜
豆腐ちくわ屋,食品,1000万円,500万円,50%,中国,鳥取県,鳥取
ピンクカレー屋,食品,1000万円,500万円,50%,中国,鳥取県,鳥取
新甘泉梨園,農林,2億円,2000万円,10%,中国,鳥取県,鳥取
新甘泉梨園,農林,2億円,2000万円,10%,中国,鳥取県,鳥取
スイカ畑,農林,5000万円,400万円,8%,中国,鳥取県,鳥取
二十世紀梨園,農林,8000万円,640万円,8%,中国,鳥取県,鳥取
ナガイモ畑,農林,5000万円,250万円,5%,中国,鳥取県,鳥取
ラッキョウ畑,農林,5000万円,250万円,5%,中国,鳥取県,鳥取
ののこめし屋,食品,1000万円,500万円,50%,中国,鳥取県,境港
海鮮市場,水産,4億円,400万円,1%,中国,鳥取県,境港
イワシ漁船団,水産,6億円,600万円,1%,中国,鳥取県,境港
ベニズワイガニ漁船団,水産,10億円,2000万円,2%,中国,鳥取県,境港
妖怪ロード,観光,80億円,5億6000万円,7%,中国,鳥取県,境港
源氏あん巻屋,食品,3000万円,3000万円,100%,中国,島根県,津和野
源氏あん巻屋,食品,3000万円,3000万円,100%,中国,島根県,津和野
源氏あん巻屋,食品,3000万円,3000万円,100%,中国,島根県,津和野
うずめ飯屋,食品,1000万円,500万円,50%,中国,島根県,津和野
武家屋敷,観光,20億円,4000万円,2%,中国,島根県,津和野
石州和紙工房,商業,1億円,100万円,1%,中国,島根県,津和野
酒蔵,食品,3億円,300万円,1%,中国,島根県,津和野
明治の文豪記念館,観光,11億円,1100万円,1%,中国,島根県,津和野
下駄の歯せんべい屋,食品,1000万円,800万円,80%,中国,島根県,石見銀山
ブリキ屋,商業,1000万円,500万円,50%,中国,島根県,石見銀山
ボベ飯屋,食品,1000万円,500万円,50%,中国,島根県,石見銀山
銀山の町並み,観光,80億円,3億2000万円,4%,中国,島根県,石見銀山
医療器具工場,工業,20億円,6000万円,3%,中国,島根県,石見銀山
赤天ぷら屋,食品,1000万円,800万円,80%,中国,島根県,浜田
かれいカレー屋,食品,1000万円,500万円,50%,中国,島根県,浜田
石州和紙工房,商業,1億円,300万円,3%,中国,島根県,浜田
石州和紙工房,商業,1億円,300万円,3%,中国,島根県,浜田
お魚センター,食品,3億円,900万円,3%,中国,島根県,浜田
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
出雲そば屋,食品,1000万円,500万円,50%,中国,島根県,出雲
かまあげそば屋,食品,1000万円,500万円,50%,中国,島根県,松江
しじみ料理屋,食品,1000万円,500万円,50%,中国,島根県,松江
しじみ料理屋,食品,1000万円,500万円,50%,中国,島根県,松江
ぼてぼて茶屋,食品,1000万円,250万円,25%,中国,島根県,松江
うなぎ料理屋,食品,5000万円,1250万円,25%,中国,島根県,松江
島根牛牧場,農林,3億円,600万円,2%,中国,島根県,松江
和菓子屋,食品,2億円,200万円,1%,中国,島根県,松江
和菓子屋,食品,2億円,200万円,1%,中国,島根県,松江
どじょうすくい教室,商業,200万円,100万円,50%,中国,島根県,安来
ヤスキ包丁工房,商業,3000万円,1500万円,50%,中国,島根県,安来
庭園美術館,観光,10億円,5000万円,5%,中国,島根県,安来
安来織物工房,商業,1億円,100万円,1%,中国,島根県,安来
たたら鉄記念館,観光,4億円,400万円,1%,中国,島根県,安来
薬用人参畑,農林,3億円,4500万円,15%,中国,島根県,大根島
薬用人参畑,農林,3億円,4500万円,15%,中国,島根県,大根島
薬用人参畑,農林,3億円,4500万円,15%,中国,島根県,大根島
牡丹パーク,観光,5億円,3500万円,7%,中国,島根県,大根島
ダイコン畑,農林,5000万円,250万円,5%,中国,島根県,大根島
桃太郎グッズ屋,観光,1000万円,1000万円,100%,中国,岡山県,倉敷
銘菓むらすずめ屋,食品,1000万円,500万円,50%,中国,岡山県,倉敷
ぶっかけうどん屋,食品,1000万円,500万円,50%,中国,岡山県,倉敷
桃園,農林,3億円,600万円,2%,中国,岡山県,倉敷
倉敷帆布工場,商業,1億円,100万円,1%,中国,岡山県,倉敷
ジーンズ工場,商業,2億円,200万円,1%,中国,岡山県,倉敷
美術館,観光,4億円,400万円,1%,中国,岡山県,倉敷
美術館,観光,4億円,400万円,1%,中国,岡山県,倉敷
カキオコ屋,食品,1000万円,1000万円,100%,中国,岡山県,日生
カキオコ屋,食品,1000万円,1000万円,100%,中国,岡山県,日生
焼きあなご屋,食品,1000万円,500万円,50%,中国,岡山県,日生
焼きあなご屋,食品,1000万円,500万円,50%,中国,岡山県,日生
備前焼き物工房,商業,3億円,900万円,3%,中国,岡山県,日生
蒜山焼そば屋,食品,1000万円,500万円,50%,中国,岡山県,蒜山
蒜山焼そば屋,食品,1000万円,500万円,50%,中国,岡山県,蒜山
ジャージー牛牧場,農林,3億円,1200万円,4%,中国,岡山県,蒜山
ジャージー牛牧場,農林,3億円,1200万円,4%,中国,岡山県,蒜山
ジャージー牛牧場,農林,3億円,1200万円,4%,中国,岡山県,蒜山
きびだんご屋,食品,1000万円,250万円,25%,中国,岡山県,岡山
きびだんご屋,食品,1000万円,250万円,25%,中国,岡山県,岡山
ままかり寿し屋,食品,1000万円,250万円,25%,中国,岡山県,岡山
白桃園,農林,4億円,2800万円,7%,中国,岡山県,岡山
白桃園,農林,4億円,2800万円,7%,中国,岡山県,岡山
白桃園,農林,4億円,2800万円,7%,中国,岡山県,岡山
ピオーネぶどう園,農林,2億円,1000万円,5%,中国,岡山県,岡山
桃太郎ランド,観光,10兆円,1000億円,1%,中国,岡山県,岡山
おにぎり屋,食品,1000万円,1000万円,100%,中国,広島県,広島
広島レモンケーキ屋,食品,1000万円,800万円,80%,中国,広島県,広島
広島風お好み焼き屋,食品,1000万円,800万円,80%,中国,広島県,広島
広島風お好み焼き屋,食品,1000万円,800万円,80%,中国,広島県,広島
紅葉まんじゅう屋,食品,1000万円,700万円,70%,中国,広島県,広島
プロ野球チーム,観光,79億円,3億9500万円,5%,中国,広島県,広島
ソース工場,食品,4億円,800万円,2%,中国,広島県,広島
自動車工場,工業,400億円,4億円,1%,中国,広島県,広島
ぬるい冷麺屋,食品,1000万円,1000万円,100%,中国,広島県,呉
肉じゃが屋,食品,1000万円,500万円,50%,中国,広島県,呉
海軍カレー屋,食品,1000万円,500万円,50%,中国,広島県,呉
海軍カレー屋,食品,1000万円,500万円,50%,中国,広島県,呉
うまいでがんす屋,食品,1000万円,500万円,50%,中国,広島県,呉
胡蝶蘭園,農林,8億円,3200万円,4%,中国,広島県,呉
潜水艦記念館,観光,16億円,1600万円,1%,中国,広島県,呉
戦艦大和記念館,観光,65億円,6500万円,1%,中国,広島県,呉
レモンケーキ屋,食品,1000万円,1000万円,100%,中国,広島県,生口島
レモン園,農林,3億円,3000万円,10%,中国,広島県,生口島
レモン園,農林,3億円,3000万円,10%,中国,広島県,生口島
レモン園,農林,3億円,3000万円,10%,中国,広島県,生口島
平和を願う美術館,観光,10億円,3000万円,3%,中国,広島県,生口島
広島風お好み焼き屋,食品,1000万円,800万円,80%,中国,広島県,宮島
広島風お好み焼き屋,食品,1000万円,800万円,80%,中国,広島県,宮島
広島風お好み焼き屋,食品,1000万円,800万円,80%,中国,広島県,宮島
あなご飯屋,食品,1000万円,800万円,80%,中国,広島県,宮島
紅葉まんじゅう屋,食品,1000万円,700万円,70%,中国,広島県,宮島
紅葉まんじゅう屋,食品,1000万円,700万円,70%,中国,広島県,宮島
紅葉まんじゅう屋,食品,1000万円,700万円,70%,中国,広島県,宮島
しゃもじ工房,商業,1億円,100万円,1%,中国,広島県,宮島
尾道お好み焼き,食品,1000万円,800万円,80%,中国,広島県,尾道
尾道ラーメン屋,食品,1000万円,500万円,50%,中国,広島県,尾道
レモン園,農林,3億円,2400万円,8%,中国,広島県,尾道
レモン園,農林,3億円,2400万円,8%,中国,広島県,尾道
造船所,工業,1500億円,60億円,4%,中国,広島県,尾道
造船所,工業,1500億円,60億円,4%,中国,広島県,尾道
ゴム工場,工業,33億円,9900万円,3%,中国,広島県,尾道
海が見えるカフェ,食品,1000万円,500万円,50%,中国,広島県,鞆の浦
お寿司ホテル,観光,5億円,2500万円,5%,中国,広島県,鞆の浦
保命酒工場,食品,3億円,900万円,3%,中国,広島県,鞆の浦
いろは丸博物館,観光,2億円,200万円,1%,中国,広島県,鞆の浦
造船所,工業,1700億円,17億円,1%,中国,広島県,鞆の浦
スイトピー園,農林,5000万円,250万円,5%,中国,広島県,福山
くわい畑,農林,8000万円,400万円,5%,中国,広島県,福山
くわい畑,農林,8000万円,400万円,5%,中国,広島県,福山
鉄鋼工場,工業,400億円,12億円,3%,中国,広島県,福山
運輸会社,商業,200億円,4億円,2%,中国,広島県,福山
琴製造工場,商業,2億円,200万円,1%,中国,広島県,福山
紳士服工場,商業,40億円,4000万円,1%,中国,広島県,福山
製鉄所,工業,180億円,1億8000万円,1%,中国,広島県,福山
うに釜めし屋,食品,1000万円,1000万円,100%,中国,山口県,萩
しそわかめ屋,食品,1000万円,500万円,50%,中国,山口県,萩
明治維新グッズ屋,観光,3000万円,1500万円,50%,中国,山口県,萩
明治維新博物館,観光,32億円,1億2800万円,4%,中国,山口県,萩
萩焼き物工房,商業,3億円,900万円,3%,中国,山口県,萩
萩焼き物工房,商業,3億円,900万円,3%,中国,山口県,萩
夏みかん園,農林,1億円,200万円,2%,中国,山口県,萩
夏みかん園,農林,1億円,200万円,2%,中国,山口県,萩
ういろう屋,食品,1000万円,1000万円,100%,中国,山口県,湯田温泉
ういろう屋,食品,1000万円,1000万円,100%,中国,山口県,湯田温泉
明治維新の宿,観光,36億円,1億4400万円,4%,中国,山口県,湯田温泉
夭折の詩人記念館,観光,9億円,2700万円,3%,中国,山口県,湯田温泉
ういろうの里,観光,10億円,1000万円,1%,中国,山口県,湯田温泉
ういろう屋,食品,1000万円,1000万円,100%,中国,山口県,山口
ういろう屋,食品,1000万円,1000万円,100%,中国,山口県,山口
ばりそば屋,食品,1000万円,800万円,80%,中国,山口県,山口
ばりそば屋,食品,1000万円,800万円,80%,中国,山口県,山口
大内塗り物工房,商業,1億円,500万円,5%,中国,山口県,山口
フリース衣料工場,商業,300億円,15億円,5%,中国,山口県,山口
ういろうの里,観光,10億円,3000万円,3%,中国,山口県,山口
ザビエル記念堂,観光,18億円,1800万円,1%,中国,山口県,山口
うに丼屋,食品,1000万円,800万円,80%,中国,山口県,下関
うに丼屋,食品,1000万円,800万円,80%,中国,山口県,下関
瓦そば屋,食品,1億円,1000万円,10%,中国,山口県,下関
フグ料理屋,食品,4億円,1600万円,4%,中国,山口県,下関
フグ料理屋,食品,4億円,1600万円,4%,中国,山口県,下関
フグ料理屋,食品,4億円,1600万円,4%,中国,山口県,下関
フグ料理屋,食品,4億円,1600万円,4%,中国,山口県,下関
給湯設備工場,工業,70億円,1億4000万円,2%,中国,山口県,下関
仙崎かまぼこ屋,食品,1000万円,500万円,50%,中国,山口県,仙崎
仙崎かまぼこ屋,食品,1000万円,500万円,50%,中国,山口県,仙崎
ウニ丼屋,食品,1000万円,500万円,50%,中国,山口県,仙崎
仙崎イカ漁,水産,3億円,900万円,3%,中国,山口県,仙崎
童謡詩人記念館,観光,8億円,1600万円,2%,中国,山口県,仙崎
宇部かまぼこ屋,食品,1000万円,500万円,50%,中国,山口県,宇部
セラミクス工場,工業,1200億円,48億円,4%,中国,山口県,宇部
ペリカンプリン屋,食品,1億円,300万円,3%,中国,山口県,宇部
チタン工場,工業,50億円,1億円,2%,中国,山口県,宇部
セメント工場,工業,20億円,2000万円,1%,中国,山口県,宇部
金魚ちょうちん屋,観光,1000万円,500万円,50%,中国,山口県,柳井
金魚ちょうちん屋,観光,1000万円,500万円,50%,中国,山口県,柳井
白壁の町並み,観光,20億円,4000万円,2%,中国,山口県,柳井
甘露醤油工場,食品,4億円,400万円,1%,中国,山口県,柳井
甘露醤油工場,食品,4億円,400万円,1%,中国,山口県,柳井
錦帯橋グッズ屋,観光,1000万円,500万円,50%,中国,山口県,岩国
岩国寿司屋,食品,1000万円,500万円,50%,中国,山口県,岩国
岩国寿司屋,食品,1000万円,500万円,50%,中国,山口県,岩国
山賊レストラン,食品,1億円,300万円,3%,中国,山口県,岩国
パルプ工場,工業,3億円,900万円,3%,中国,山口県,岩国
チョコまん屋,食品,1000万円,2000万円,200%,四国,徳島県,徳島
徳島ラーメン屋,食品,1000万円,1000万円,100%,四国,徳島県,徳島
金時豆お好み焼き屋,食品,1000万円,800万円,80%,四国,徳島県,徳島
すだち園,農林,1億円,700万円,7%,四国,徳島県,徳島
すだち園,農林,1億円,700万円,7%,四国,徳島県,徳島
カップめん工場,食品,8億円,4000万円,5%,四国,徳島県,徳島
ソフトウェア会社,工業,122億円,4億8800万円,4%,四国,徳島県,徳島
阿波おどり記念館,観光,33億円,9900万円,3%,四国,徳島県,徳島
鳴門わかめ屋,食品,1000万円,500万円,50%,四国,徳島県,鳴門
レンコン畑,農林,1億円,1000万円,10%,四国,徳島県,鳴門
鳴門金時畑,農林,3億円,3000万円,10%,四国,徳島県,鳴門
すだち園,農林,1億円,700万円,7%,四国,徳島県,鳴門
すだち園,農林,1億円,700万円,7%,四国,徳島県,鳴門
製薬工場,工業,60億円,4億2000万円,7%,四国,徳島県,鳴門
栄養補給飲料工場,食品,400億円,28億円,7%,四国,徳島県,鳴門
国際陶板美術館,観光,400億円,20億円,5%,四国,徳島県,鳴門
しょうゆ豆屋,食品,1000万円,1000万円,100%,四国,香川県,高松
さぬきうどん屋,食品,1000万円,1000万円,100%,四国,香川県,高松
さぬきうどん屋,食品,1000万円,1000万円,100%,四国,香川県,高松
さぬきうどん屋,食品,1000万円,1000万円,100%,四国,香川県,高松
石材店,工業,3億円,1500万円,5%,四国,香川県,高松
骨付き鳥屋,食品,1億円,400万円,4%,四国,香川県,高松
マンション工務店,工業,40億円,1億6000万円,4%,四国,香川県,高松
クレーン車工場,工業,103億円,1億300万円,1%,四国,香川県,高松
ぴっぴ飯屋,食品,1000万円,500万円,50%,四国,香川県,坂出
和菓子屋,食品,1000万円,500万円,50%,四国,香川県,坂出
産業用ガス工場,工業,32億円,9600万円,3%,四国,香川県,坂出
醤油工場,食品,2億円,400万円,2%,四国,香川県,坂出
造船所,工業,100億円,2億円,2%,四国,香川県,坂出
造船所,工業,100億円,2億円,2%,四国,香川県,坂出
ケミカル工場,工業,40億円,4000万円,1%,四国,香川県,坂出
化学工場,工業,400億円,4億円,1%,四国,香川県,坂出
レタス畑,農林,8000万円,400万円,5%,四国,香川県,さぬき
レタス畑,農林,8000万円,400万円,5%,四国,香川県,さぬき
レタス畑,農林,8000万円,400万円,5%,四国,香川県,さぬき
和三盆工場,食品,2億円,1000万円,5%,四国,香川県,さぬき
平賀源内記念館,観光,4億円,400万円,1%,四国,香川県,さぬき
焼き豚玉子めし屋,食品,1000万円,1000万円,100%,四国,愛媛県,今治
焼き豚玉子めし屋,食品,1000万円,1000万円,100%,四国,愛媛県,今治
みかん大福屋,食品,1000万円,500万円,50%,四国,愛媛県,今治
鉄板やきとり屋,食品,1000万円,250万円,25%,四国,愛媛県,今治
タオル工場,工業,1億円,300万円,3%,四国,愛媛県,今治
焼肉のたれ工場,食品,80億円,2億4000万円,3%,四国,愛媛県,今治
造船所,工業,200億円,2億円,1%,四国,愛媛県,今治
造船所,工業,200億円,2億円,1%,四国,愛媛県,今治
夏目漱石グッズ屋,観光,3000万円,3000万円,100%,四国,愛媛県,松山
正岡子規グッズ屋,観光,3000万円,3000万円,100%,四国,愛媛県,松山
タルト屋,食品,3000万円,1500万円,50%,四国,愛媛県,松山
タルト屋,食品,3000万円,1500万円,50%,四国,愛媛県,松山
霧の森大福屋,食品,1億円,2000万円,20%,四国,愛媛県,松山
映画監督記念館,観光,13億円,1億3000万円,10%,四国,愛媛県,松山
ミカン園,農林,5000万円,250万円,5%,四国,愛媛県,松山
農業機械工場,工業,230億円,2億3000万円,1%,四国,愛媛県,松山
とんかつパフェ屋,食品,1億円,1億円,100%,四国,愛媛県,道後
坊ちゃん団子屋,食品,1000万円,500万円,50%,四国,愛媛県,道後
坊ちゃん団子屋,食品,1000万円,500万円,50%,四国,愛媛県,道後
ミカンおにぎり屋,食品,1000万円,500万円,50%,四国,愛媛県,道後
タルト屋,食品,3000万円,1500万円,50%,四国,愛媛県,道後
タルト屋,食品,3000万円,1500万円,50%,四国,愛媛県,道後
ミカン園,農林,5000万円,250万円,5%,四国,愛媛県,道後
道後温泉郷,観光,300億円,3億円,1%,四国,愛媛県,道後
じゃこ天屋,食品,1000万円,500万円,50%,四国,愛媛県,宇和島
鯛そうめん屋,食品,1000万円,500万円,50%,四国,愛媛県,宇和島
鯛めし屋,食品,3000万円,1500万円,50%,四国,愛媛県,宇和島
鯛めし屋,食品,3000万円,1500万円,50%,四国,愛媛県,宇和島
ミカン園,農林,5000万円,250万円,5%,四国,愛媛県,宇和島
ミカン園,農林,5000万円,250万円,5%,四国,愛媛県,宇和島
パーティグッズ工場,工業,10億円,4000万円,4%,四国,愛媛県,宇和島
闘牛場,観光,3億円,300万円,1%,四国,愛媛県,宇和島
青いレモン園,農林,3億円,1500万円,5%,四国,愛媛県,大三島
青いレモン園,農林,3億円,1500万円,5%,四国,愛媛県,大三島
青いレモン園,農林,3億円,1500万円,5%,四国,愛媛県,大三島
伯方の塩工場,食品,40億円,8000万円,2%,四国,愛媛県,大三島
伯方の塩工場,食品,40億円,8000万円,2%,四国,愛媛県,大三島
霧の森大福工場,食品,2億円,800万円,4%,四国,愛媛県,四国中央
不織布工場,工業,60億円,1億8000万円,3%,四国,愛媛県,四国中央
おむつ用品工場,工業,160億円,3億2000万円,2%,四国,愛媛県,四国中央
合成樹脂工場,工業,80億円,8000万円,1%,四国,愛媛県,四国中央
製紙工場,工業,300億円,3億円,1%,四国,愛媛県,四国中央
鍋焼きラーメン屋,食品,1000万円,1000万円,100%,四国,高知県,須崎
鍋焼きラーメン屋,食品,1000万円,1000万円,100%,四国,高知県,須崎
鍋焼きラーメン屋,食品,1000万円,1000万円,100%,四国,高知県,須崎
鍋焼きラーメン屋,食品,1000万円,1000万円,100%,四国,高知県,須崎
かわうそグッズ屋,観光,1000万円,500万円,50%,四国,高知県,須崎
みょうが畑,農林,8000万円,800万円,10%,四国,高知県,須崎
みょうが畑,農林,8000万円,800万円,10%,四国,高知県,須崎
セメント工場,工業,40億円,4000万円,1%,四国,高知県,須崎
帽子パン屋,食品,1000万円,1000万円,100%,四国,高知県,高知
穴子の稚魚料理屋,食品,1000万円,500万円,50%,四国,高知県,高知
トマト園,農林,8000万円,800万円,10%,四国,高知県,高知
