item,type,kanji,earn_rate,earning,area,ken,station
おひろめ屋台村,食品,4億円,4000万円,10%,四国,高知県,高知
小夏園,農林,5000万円,400万円,8%,四国,高知県,高知
カツオのたたき屋,食品,1億円,200万円,2%,四国,高知県,高知
帯屋町アーケード街,商業,20億円,4000万円,2%,四国,高知県,高知
皿鉢料理屋,食品,2億円,200万円,1%,四国,高知県,高知
青のり漁,水産,5000万円,5000万円,100%,四国,高知県,四万十川
あゆ料理屋,食品,1000万円,700万円,70%,四国,高知県,四万十川
あゆ料理屋,食品,1000万円,700万円,70%,四国,高知県,四万十川
うなぎ料理屋,食品,1億円,500万円,5%,四国,高知県,四万十川
うなぎ料理屋,食品,1億円,500万円,5%,四国,高知県,四万十川
フィギュア博物館,観光,5億円,2500万円,5%,四国,高知県,四万十川
四万十川遊覧船,観光,2億円,400万円,2%,四国,高知県,四万十川
ナス畑,農林,5000万円,500万円,10%,四国,高知県,安芸
ナス畑,農林,5000万円,500万円,10%,四国,高知県,安芸
ユズ園,農林,8000万円,800万円,10%,四国,高知県,安芸
ユズ園,農林,8000万円,800万円,10%,四国,高知県,安芸
土佐ジロー養鶏場,農林,3億円,900万円,3%,四国,高知県,安芸
芋けんぴ工場,食品,1億円,300万円,3%,四国,高知県,土佐清水
塩けんぴ工場,食品,2億円,600万円,3%,四国,高知県,土佐清水
カツオブシ工場,水産,3億円,900万円,3%,四国,高知県,土佐清水
カツオブシ工場,水産,3億円,900万円,3%,四国,高知県,土佐清水
ジョン万記念館,観光,8億円,2400万円,3%,四国,高知県,土佐清水
かしわめし屋,食品,1000万円,2000万円,200%,九州,福岡県,小倉
豚まん屋,食品,1000万円,800万円,80%,九州,福岡県,小倉
じんだ煮屋,食品,1000万円,800万円,80%,九州,福岡県,小倉
ぴよぴよまん屋,食品,1000万円,500万円,50%,九州,福岡県,小倉
焼きうどん屋,食品,1000万円,500万円,50%,九州,福岡県,小倉
焼きうどん屋,食品,1000万円,500万円,50%,九州,福岡県,小倉
住宅地図製作会社,商業,60億円,2億4000万円,4%,九州,福岡県,小倉
トイレ工場,工業,100億円,3億円,3%,九州,福岡県,小倉
やわらかクッキー屋,食品,1000万円,2000万円,200%,九州,福岡県,飯塚
白あんまんじゅう屋,食品,1000万円,800万円,80%,九州,福岡県,飯塚
チロルクッキー屋,食品,1000万円,500万円,50%,九州,福岡県,飯塚
ラズベリーパイ屋,食品,1000万円,500万円,50%,九州,福岡県,飯塚
ぴよぴよまん工場,食品,3億円,1200万円,4%,九州,福岡県,飯塚
焼きカレー屋,食品,1000万円,1000万円,100%,九州,福岡県,門司港
焼きカレー屋,食品,1000万円,1000万円,100%,九州,福岡県,門司港
バナナようかん屋,食品,1000万円,500万円,50%,九州,福岡県,門司港
門司港レトロ街,観光,100億円,10億円,10%,九州,福岡県,門司港
鉄道記念パーク,観光,80億円,8000万円,1%,九州,福岡県,門司港
野菜巻き串,食品,1000万円,1000万円,100%,九州,福岡県,中州
ひとくち餃子屋,食品,1000万円,1000万円,100%,九州,福岡県,中州
角のうどん屋,食品,1000万円,1000万円,100%,九州,福岡県,中州
博多ラーメン屋,食品,1000万円,700万円,70%,九州,福岡県,中州
屋台村,食品,10億円,5000万円,5%,九州,福岡県,中州
イカ料理屋,食品,2億円,800万円,4%,九州,福岡県,中州
老舗うなぎ屋,食品,4億円,1200万円,3%,九州,福岡県,中州
カナリヤシティ,観光,1000億円,10億円,1%,九州,福岡県,中州
カキ小屋,食品,1000万円,800万円,80%,九州,福岡県,糸島
カキ小屋,食品,1000万円,800万円,80%,九州,福岡県,糸島
糸島うどん屋,食品,1000万円,500万円,50%,九州,福岡県,糸島
あまおうイチゴ園,農林,3億円,4500万円,15%,九州,福岡県,糸島
あまおうイチゴ園,農林,3億円,4500万円,15%,九州,福岡県,糸島
博多通りまん屋,食品,1000万円,800万円,80%,九州,福岡県,博多
博多ラーメン屋,食品,1000万円,700万円,70%,九州,福岡県,博多
博多ラーメン屋,食品,1000万円,700万円,70%,九州,福岡県,博多
大型カメラ店,商業,20億円,2億円,10%,九州,福岡県,博多
ヒアルロン酸工場,商業,140億円,7億円,5%,九州,福岡県,博多
プロ野球チーム,観光,80億円,3億2000万円,4%,九州,福岡県,博多
明太子屋,食品,1億円,300万円,3%,九州,福岡県,博多
博多人形工房,商業,3億円,600万円,2%,九州,福岡県,博多
葛きり屋,食品,1000万円,800万円,80%,九州,福岡県,秋月
葛きり屋,食品,1000万円,800万円,80%,九州,福岡県,秋月
富有柿園,農林,1億円,700万円,7%,九州,福岡県,秋月
高取焼き物工房,商業,3億円,600万円,2%,九州,福岡県,秋月
高取焼き物工房,商業,3億円,600万円,2%,九州,福岡県,秋月
久留米ラーメン屋,食品,1000万円,800万円,80%,九州,福岡県,久留米
久留米ラーメン屋,食品,1000万円,800万円,80%,九州,福岡県,久留米
焼き鳥屋,食品,1000万円,500万円,50%,九州,福岡県,久留米
あまおうイチゴ園,農林,5000万円,400万円,8%,九州,福岡県,久留米
あまおうイチゴ園,農林,5000万円,400万円,8%,九州,福岡県,久留米
アイス饅頭工場,食品,101億円,3億300万円,3%,九州,福岡県,久留米
靴工場,商業,10億円,2000万円,2%,九州,福岡県,久留米
タイヤ工場,工業,1200億円,24億円,2%,九州,福岡県,久留米
梅が枝餅屋,食品,1000万円,500万円,50%,九州,福岡県,太宰府
梅が枝餅屋,食品,1000万円,500万円,50%,九州,福岡県,太宰府
梅が枝餅屋,食品,1000万円,500万円,50%,九州,福岡県,太宰府
梅が枝餅屋,食品,1000万円,500万円,50%,九州,福岡県,太宰府
太宰府博物館,観光,230億円,2億3000万円,1%,九州,福岡県,太宰府
松露まんじゅう屋,食品,1000万円,1000万円,100%,九州,佐賀県,唐津
松露まんじゅう屋,食品,1000万円,1000万円,100%,九州,佐賀県,唐津
魚ロッケ屋,食品,1000万円,500万円,50%,九州,佐賀県,唐津
イカの活き造り屋,食品,2億円,2000万円,10%,九州,佐賀県,唐津
唐津焼き物工房,商業,1億円,100万円,1%,九州,佐賀県,唐津
有田焼きカレー屋,食品,1000万円,800万円,80%,九州,佐賀県,有田
有田焼き物工房,商業,8億円,800万円,1%,九州,佐賀県,有田
有田焼き物工房,商業,8億円,800万円,1%,九州,佐賀県,有田
有田焼き物工房,商業,8億円,800万円,1%,九州,佐賀県,有田
セラミックパーク,観光,40億円,4000万円,1%,九州,佐賀県,有田
丸ぼうろ屋,食品,1000万円,800万円,80%,九州,佐賀県,佐賀
丸ぼうろ屋,食品,1000万円,800万円,80%,九州,佐賀県,佐賀
焼き菓子屋,食品,1000万円,500万円,50%,九州,佐賀県,佐賀
シシリアンライス屋,食品,1000万円,500万円,50%,九州,佐賀県,佐賀
とよのかイチゴ園,農林,5000万円,500万円,10%,九州,佐賀県,佐賀
とよのかイチゴ園,農林,5000万円,500万円,10%,九州,佐賀県,佐賀
佐賀牛屋,食品,4億円,800万円,2%,九州,佐賀県,佐賀
本丸歴史館,観光,32億円,6400万円,2%,九州,佐賀県,佐賀
小城ようかん屋,食品,1000万円,250万円,25%,九州,佐賀県,小城
小城ようかん屋,食品,1000万円,250万円,25%,九州,佐賀県,小城
小城ようかん屋,食品,1000万円,250万円,25%,九州,佐賀県,小城
小城ようかん屋,食品,1000万円,250万円,25%,九州,佐賀県,小城
小城ようかん屋,食品,1000万円,250万円,25%,九州,佐賀県,小城
伊万里梨園,農林,5000万円,250万円,5%,九州,佐賀県,伊万里
伊万里梨園,農林,5000万円,250万円,5%,九州,佐賀県,伊万里
伊万里焼き物工房,商業,3億円,1200万円,4%,九州,佐賀県,伊万里
伊万里焼き物工房,商業,3億円,1200万円,4%,九州,佐賀県,伊万里
伊万里焼き物工房,商業,3億円,1200万円,4%,九州,佐賀県,伊万里
湿布薬品工場,工業,80億円,3億2000万円,4%,九州,佐賀県,鳥栖
自転車タイヤ工場,工業,88億円,3億5200万円,4%,九州,佐賀県,鳥栖
デザート工場,食品,5億円,1000万円,2%,九州,佐賀県,鳥栖
鶏肉加工工場,食品,12億円,2400万円,2%,九州,佐賀県,鳥栖
プラスチック工場,工業,26億円,5200万円,2%,九州,佐賀県,鳥栖
角煮まんじゅう屋,食品,1000万円,1000万円,100%,九州,長崎県,長崎
鯨カツ弁当屋,食品,1000万円,1000万円,100%,九州,長崎県,長崎
シースケーキ屋,食品,1000万円,500万円,50%,九州,長崎県,長崎
茶碗蒸し屋,食品,1000万円,500万円,50%,九州,長崎県,長崎
桃まんじゅう屋,食品,1000万円,500万円,50%,九州,長崎県,長崎
明治維新料亭,食品,40億円,4億円,10%,九州,長崎県,長崎
トルコライス屋,食品,1億円,300万円,3%,九州,長崎県,長崎
カステラ屋,食品,3億円,900万円,3%,九州,長崎県,長崎
びわゼリー屋,食品,1億円,1億円,100%,九州,長崎県,茂木
びわゼリー屋,食品,1億円,1億円,100%,九州,長崎県,茂木
びわゼリー屋,食品,1億円,1億円,100%,九州,長崎県,茂木
からくり饅頭屋,食品,1000万円,800万円,80%,九州,長崎県,茂木
いけす料亭,食品,3億円,2400万円,8%,九州,長崎県,茂木
対州そば屋,食品,1000万円,800万円,80%,九州,長崎県,対馬
対州そば屋,食品,1000万円,800万円,80%,九州,長崎県,対馬
対馬イカ釣り漁,水産,3億円,1200万円,4%,九州,長崎県,対馬
対馬イカ釣り漁,水産,3億円,1200万円,4%,九州,長崎県,対馬
対馬イカ釣り漁,水産,3億円,1200万円,4%,九州,長崎県,対馬
チューチュー豆乳屋,食品,1000万円,800万円,80%,九州,長崎県,佐世保
佐世保バーガー屋,食品,1000万円,800万円,80%,九州,長崎県,佐世保
佐世保バーガー屋,食品,1000万円,800万円,80%,九州,長崎県,佐世保
カレー＆シュー屋,食品,1億円,500万円,5%,九州,長崎県,佐世保
通信販売会社,商業,40億円,1億2000万円,3%,九州,長崎県,佐世保
造船所,工業,100億円,1億円,1%,九州,長崎県,佐世保
造船所,観光,100億円,1億円,1%,九州,長崎県,佐世保
ハウスヨーロッパ,観光,200億円,2億円,1%,九州,長崎県,佐世保
ウニのぼっかけ丼屋,食品,1000万円,500万円,50%,九州,長崎県,壱岐
壱岐牛牧場,農林,5億円,3500万円,7%,九州,長崎県,壱岐
マグロ漁,水産,10億円,7000万円,7%,九州,長崎県,壱岐
剣先イカ漁,水産,3億円,900万円,3%,九州,長崎県,壱岐
剣先イカ漁,水産,3億円,900万円,3%,九州,長崎県,壱岐
五島うどん屋,食品,1000万円,500万円,50%,九州,長崎県,五島
五島うどん屋,食品,1000万円,500万円,50%,九州,長崎県,五島
黄金アジ漁,水産,8億円,8000万円,10%,九州,長崎県,五島
黄金アジ漁,水産,8億円,8000万円,10%,九州,長崎県,五島
ウチワエビ漁,水産,2億円,800万円,4%,九州,長崎県,五島
米おこし屋,食品,1000万円,500万円,50%,九州,長崎県,諫早
半導体工場,工業,24億円,2億4000万円,10%,九州,長崎県,諫早
うなぎ蒲焼屋,食品,1億円,800万円,8%,九州,長崎県,諫早
うなぎ蒲焼屋,食品,1億円,800万円,8%,九州,長崎県,諫早
フルーツゼリー工場,食品,22億円,8800万円,4%,九州,長崎県,諫早
タイピーエン屋,食品,1000万円,1000万円,100%,九州,熊本県,熊本
タイピーエン屋,食品,1000万円,1000万円,100%,九州,熊本県,熊本
熊本ラーメン屋,食品,1000万円,700万円,70%,九州,熊本県,熊本
いきなり団子屋,食品,1000万円,600万円,60%,九州,熊本県,熊本
太秋柿園,農林,1億円,1000万円,10%,九州,熊本県,熊本
植木スイカ畑,農林,8000万円,640万円,8%,九州,熊本県,熊本
ドモホルン工場,食品,288億円,14億4000万円,5%,九州,熊本県,熊本
ハイテク工場,工業,2500億円,50億円,2%,九州,熊本県,熊本
うにコロッケ屋,食品,1000万円,1000万円,100%,九州,熊本県,天草
こっぱ餅屋,食品,1000万円,500万円,50%,九州,熊本県,天草
リゾートホテル,観光,16億円,1億6000万円,10%,九州,熊本県,天草
天草豚農場,農林,4億円,1600万円,4%,九州,熊本県,天草
車海老漁,水産,4億円,800万円,2%,九州,熊本県,天草
車海老漁,水産,4億円,800万円,2%,九州,熊本県,天草
天草四郎時貞記念館,観光,8億円,800万円,1%,九州,熊本県,天草
コバルトアイス屋,食品,1000万円,1000万円,100%,九州,熊本県,水俣
ちゃんぽん屋,食品,1000万円,500万円,50%,九州,熊本県,水俣
ちゃんぽん屋,食品,1000万円,500万円,50%,九州,熊本県,水俣
大判焼き屋,食品,1000万円,500万円,50%,九州,熊本県,水俣
タマネギ畑,農林,1億円,400万円,4%,九州,熊本県,水俣
タマネギ畑,農林,1億円,400万円,4%,九州,熊本県,水俣
太刀魚漁,水産,3億円,900万円,3%,九州,熊本県,水俣
チッソ工場,工業,78億円,7800万円,1%,九州,熊本県,水俣
とまと大福屋,食品,1000万円,1000万円,100%,九州,熊本県,人吉
栗めし弁当屋,食品,1000万円,800万円,80%,九州,熊本県,人吉
栗めし弁当屋,食品,1000万円,800万円,80%,九州,熊本県,人吉
球磨川下り舟,観光,5000万円,1250万円,25%,九州,熊本県,人吉
キジ馬工房,商業,5000万円,250万円,5%,九州,熊本県,人吉
球磨焼酎酒造,食品,2億円,600万円,3%,九州,熊本県,人吉
伝統鍛冶工房,工業,1億円,200万円,2%,九州,熊本県,人吉
伝統工芸パーク,商業,40億円,4000万円,1%,九州,熊本県,人吉
桃太郎トマト園,農林,1億円,700万円,7%,九州,熊本県,八代
桃太郎トマト園,農林,1億円,700万円,7%,九州,熊本県,八代
い草畑,農林,1億円,700万円,7%,九州,熊本県,八代
ばんぺいゆ畑,農林,5000万円,250万円,5%,九州,熊本県,八代
ネットメロン園,農林,3億円,1200万円,4%,九州,熊本県,八代
とり天屋,食品,1000万円,1000万円,100%,九州,大分県,別府
とり天屋,食品,1000万円,1000万円,100%,九州,大分県,別府
だんご汁屋,食品,1000万円,250万円,25%,九州,大分県,別府
だんご汁屋,食品,1000万円,250万円,25%,九州,大分県,別府
だんご汁屋,食品,1000万円,250万円,25%,九州,大分県,別府
日本旅館,観光,8億円,6400万円,8%,九州,大分県,別府
日本旅館,観光,8億円,6400万円,8%,九州,大分県,別府
日本旅館,観光,8億円,6400万円,8%,九州,大分県,別府
日田焼きそば屋,食品,1000万円,1000万円,100%,九州,大分県,日田
日田焼きそば屋,食品,1000万円,1000万円,100%,九州,大分県,日田
日田焼きそば屋,食品,1000万円,1000万円,100%,九州,大分県,日田
日田下駄工房,商業,1億円,300万円,3%,九州,大分県,日田
ビール工場,食品,100億円,3億円,3%,九州,大分県,日田
電気メーカー,工業,3200億円,96億円,3%,九州,大分県,日田
天領の町並み,観光,60億円,1億2000万円,2%,九州,大分県,日田
飲料水工場,食品,4億円,400万円,1%,九州,大分県,日田
かぼす醤油屋,食品,1000万円,1000万円,100%,九州,大分県,湯布院
かぼす醤油屋,食品,1000万円,1000万円,100%,九州,大分県,湯布院
ロールケーキ屋,食品,1億円,1000万円,10%,九州,大分県,湯布院
超豪華和風旅館,観光,40億円,8000万円,2%,九州,大分県,湯布院
超豪華和風旅館,観光,40億円,8000万円,2%,九州,大分県,湯布院
三日月和菓子屋,食品,1000万円,1000万円,100%,九州,大分県,竹田
三日月和菓子屋,食品,1000万円,1000万円,100%,九州,大分県,竹田
はらふと餅屋,食品,1000万円,500万円,50%,九州,大分県,竹田
姫だるま工房,商業,3000万円,1500万円,50%,九州,大分県,竹田
かぼす園,農林,8000万円,800万円,10%,九州,大分県,竹田
かぼす園,農林,8000万円,800万円,10%,九州,大分県,竹田
かぼす園,農林,8000万円,800万円,10%,九州,大分県,竹田
滝廉太郎博物館,観光,8億円,800万円,1%,九州,大分県,竹田
鶏のから揚げ屋,食品,1000万円,800万円,80%,九州,大分県,中津
鶏のから揚げ屋,食品,1000万円,800万円,80%,九州,大分県,中津
鶏のから揚げ屋,食品,1000万円,800万円,80%,九州,大分県,中津
はも料理屋,食品,1億円,300万円,3%,九州,大分県,中津
福沢諭吉記念館,観光,5億円,1000万円,2%,九州,大分県,中津
とり天屋,食品,1000万円,800万円,80%,九州,大分県,大分
とり天屋,食品,1000万円,800万円,80%,九州,大分県,大分
だんご汁屋,食品,1000万円,500万円,50%,九州,大分県,大分
やせうま菓子屋,食品,1000万円,500万円,50%,九州,大分県,大分
やせうま菓子屋,食品,1000万円,500万円,50%,九州,大分県,大分
シイタケ栽培,農林,8000万円,400万円,5%,九州,大分県,大分
シイタケ栽培,農林,8000万円,400万円,5%,九州,大分県,大分
豊後牛ステーキ屋,食品,2億円,400万円,2%,九州,大分県,大分
にくまき屋,食品,1000万円,1000万円,100%,九州,宮崎県,宮崎
レタス巻き屋,食品,1000万円,800万円,80%,九州,宮崎県,宮崎
なんじゃ大福屋,食品,1000万円,500万円,50%,九州,宮崎県,宮崎
チーズまんじゅう屋,食品,1000万円,500万円,50%,九州,宮崎県,宮崎
チキン南蛮屋,食品,1000万円,500万円,50%,九州,宮崎県,宮崎
じとっこ鶏場,農林,4億円,4000万円,10%,九州,宮崎県,宮崎
宮崎牛牧場,農林,8億円,8000万円,10%,九州,宮崎県,宮崎
ゴルフ場,観光,40億円,4000万円,1%,九州,宮崎県,宮崎
完熟きんかん園,農林,3億円,3000万円,10%,九州,宮崎県,西都
完熟マンゴー園,農林,8億円,8000万円,10%,九州,宮崎県,西都
完熟マンゴー園,農林,8億円,8000万円,10%,九州,宮崎県,西都
ニラ畑,農林,8000万円,400万円,5%,九州,宮崎県,西都
ピーマン畑,農林,1億円,500万円,5%,九州,宮崎県,西都
ピーマン畑,農林,1億円,500万円,5%,九州,宮崎県,西都
ピーマン畑,農林,1億円,500万円,5%,九州,宮崎県,西都
じとっこ鶏場,農林,2億円,800万円,4%,九州,宮崎県,西都
都城茶畑,農林,5000万円,400万円,8%,九州,宮崎県,都城
都城茶畑,農林,5000万円,400万円,8%,九州,宮崎県,都城
じとっこ鶏場,農林,4億円,1600万円,4%,九州,宮崎県,都城
じとっこ鶏場,農林,4億円,1600万円,4%,九州,宮崎県,都城
ヨーグルト飲料工場,食品,5億円,1500万円,3%,九州,宮崎県,都城
鹿児島ラーメン屋,食品,1000万円,1000万円,100%,九州,鹿児島県,鹿児島
氷白くま屋,食品,3000万円,3000万円,100%,九州,鹿児島県,鹿児島
かるかん饅頭屋,食品,1000万円,800万円,80%,九州,鹿児島県,鹿児島
さつまあげ屋,食品,1000万円,500万円,50%,九州,鹿児島県,鹿児島
さつまあげ屋,食品,1000万円,500万円,50%,九州,鹿児島県,鹿児島
六白キャベツ丼屋,食品,1億円,1000万円,10%,九州,鹿児島県,鹿児島
黒豚しゃぶしゃぶ屋,食品,2億円,1400万円,7%,九州,鹿児島県,鹿児島
明治維新記念館,観光,15億円,1500万円,1%,九州,鹿児島県,鹿児島
あくまき屋,食品,1000万円,800万円,80%,九州,鹿児島県,知覧
知覧紅芋畑,農林,1億円,1000万円,10%,九州,鹿児島県,知覧
知覧茶畑,農林,5000万円,400万円,8%,九州,鹿児島県,知覧
武家屋敷群,観光,20億円,8000万円,4%,九州,鹿児島県,知覧
特攻隊記念館,観光,16億円,4800万円,3%,九州,鹿児島県,知覧
鶏飯屋,食品,1000万円,800万円,80%,九州,鹿児島県,奄美大島
サトウキビ畑,農林,5000万円,400万円,8%,九州,鹿児島県,奄美大島
サトウキビ畑,農林,5000万円,400万円,8%,九州,鹿児島県,奄美大島
焼酎工場,食品,10億円,3000万円,3%,九州,鹿児島県,奄美大島
大島紬工房,商業,4億円,400万円,1%,九州,鹿児島県,奄美大島
カツオ船人めし屋,食品,1000万円,500万円,50%,九州,鹿児島県,枕崎
カツオ船人めし屋,食品,1000万円,500万円,50%,九州,鹿児島県,枕崎
カツオ漁船団,水産,8億円,1600万円,2%,九州,鹿児島県,枕崎
カツオブシ工場,水産,1億円,100万円,1%,九州,鹿児島県,枕崎
カツオブシ工場,水産,1億円,100万円,1%,九州,鹿児島県,枕崎
鉄砲伝来グッズ屋,観光,1000万円,500万円,50%,九州,鹿児島県,種子島
安納イモ畑,農林,1億円,1000万円,10%,九州,鹿児島県,種子島
安納イモ畑,農林,1億円,1000万円,10%,九州,鹿児島県,種子島
サトウキビ畑,農林,5000万円,200万円,4%,九州,鹿児島県,種子島
サトウキビ畑,農林,5000万円,200万円,4%,九州,鹿児島県,種子島
桜島小みかん畑,農林,8000万円,800万円,10%,九州,鹿児島県,桜島
桜島小みかん畑,農林,8000万円,800万円,10%,九州,鹿児島県,桜島
桜島小みかん畑,農林,8000万円,800万円,10%,九州,鹿児島県,桜島
桜島ダイコン畑,農林,5000万円,250万円,5%,九州,鹿児島県,桜島
桜島ダイコン畑,農林,5000万円,250万円,5%,九州,鹿児島県,桜島
カンパチ漁,水産,5億円,3500万円,7%,九州,鹿児島県,鹿屋
落花生畑,農林,5000万円,250万円,5%,九州,鹿児島県,鹿屋
サツマイモ畑,農林,8000万円,400万円,5%,九州,鹿児島県,鹿屋
サツマイモ畑,農林,8000万円,400万円,5%,九州,鹿児島県,鹿屋
サツマイモ畑,農林,8000万円,400万円,5%,九州,鹿児島県,鹿屋
サツマイモ畑,農林,8000万円,400万円,5%,九州,鹿児島県,鹿屋
黒豚農場,農林,3億円,1200万円,4%,九州,鹿児島県,鹿屋
黒豚農場,農林,3億円,1200万円,4%,九州,鹿児島県,鹿屋
ポンカン園,農林,5000万円,250万円,5%,九州,鹿児島県,屋久島
ポンカン園,農林,5000万円,250万円,5%,九州,鹿児島県,屋久島
タンカン園,農林,8000万円,400万円,5%,九州,鹿児島県,屋久島
タンカン園,農林,8000万円,400万円,5%,九州,鹿児島県,屋久島
トビウオ漁船団,水産,8億円,4000万円,5%,九州,鹿児島県,屋久島
トビウオ漁船団,水産,8億円,4000万円,5%,九州,鹿児島県,屋久島
屋久杉工房,農林,3億円,300万円,1%,九州,鹿児島県,屋久島
リゾートホテル,観光,20億円,2000万円,1%,九州,鹿児島県,屋久島
シークワーサー屋,食品,1000万円,1000万円,100%,九州,沖縄県,大宜味
シークワーサー屋,食品,1000万円,1000万円,100%,九州,沖縄県,大宜味
マンゴー農園,農林,8000万円,400万円,5%,九州,沖縄県,大宜味
マンゴー農園,農林,8000万円,400万円,5%,九州,沖縄県,大宜味
芭蕉布工房,商業,4億円,1600万円,4%,九州,沖縄県,大宜味
ソーキそば屋,食品,1000万円,1000万円,100%,九州,沖縄県,名護
ソーキそば屋,食品,1000万円,1000万円,100%,九州,沖縄県,名護
豆腐よう屋,食品,1000万円,500万円,50%,九州,沖縄県,名護
琉球ガラス工房,商業,2億円,600万円,3%,九州,沖縄県,名護
琉球ガラス工房,商業,2億円,600万円,3%,九州,沖縄県,名護
アグー豚農場,農林,6億円,1200万円,2%,九州,沖縄県,名護
アグー豚農場,農林,6億円,1200万円,2%,九州,沖縄県,名護
シーサー工場,商業,8億円,800万円,1%,九州,沖縄県,名護
タコライス屋,食品,1000万円,1000万円,100%,九州,沖縄県,金武
タコライス屋,食品,1000万円,1000万円,100%,九州,沖縄県,金武
タコライス屋,食品,1000万円,1000万円,100%,九州,沖縄県,金武
沖縄ぜんざい屋,食品,1000万円,800万円,80%,九州,沖縄県,本部
シークワーサー屋,食品,1000万円,500万円,50%,九州,沖縄県,本部
シークワーサー屋,食品,1000万円,500万円,50%,九州,沖縄県,本部
ニガウリ農園,農林,5000万円,500万円,10%,九州,沖縄県,本部
ニガウリ農園,農林,5000万円,500万円,10%,九州,沖縄県,本部
カーブチー農園,農林,5000万円,500万円,10%,九州,沖縄県,本部
カーブチー農園,農林,5000万円,500万円,10%,九州,沖縄県,本部
ちゅらら水族館,観光,200億円,4億円,2%,九州,沖縄県,本部
沖縄ソーキそば屋,食品,1000万円,800万円,80%,九州,沖縄県,那覇
サーターアンダギ屋,食品,1000万円,800万円,80%,九州,沖縄県,那覇
ちんすこう屋,食品,1000万円,800万円,80%,九州,沖縄県,那覇
ニンジンしりしり屋,食品,1000万円,500万円,50%,九州,沖縄県,那覇
チャンプルー屋,食品,1000万円,500万円,50%,九州,沖縄県,那覇
水族館,観光,99億円,2億9700万円,3%,九州,沖縄県,那覇
ステーキハウス,食品,4億円,800万円,2%,九州,沖縄県,那覇
リゾートホテル,観光,60億円,1億2000万円,2%,九州,沖縄県,那覇
ちんすこう屋,食品,1000万円,500万円,50%,九州,沖縄県,うるま
照間イグサ工房,商業,5000万円,500万円,10%,九州,沖縄県,うるま
照間イグサ工房,商業,5000万円,500万円,10%,九州,沖縄県,うるま
うるま茶畑,農林,5000万円,400万円,8%,九州,沖縄県,うるま
うるま茶畑,農林,5000万円,400万円,8%,九州,沖縄県,うるま
からそば屋,食品,1000万円,500万円,50%,九州,沖縄県,石垣島
マンゴー園,農林,3億円,2100万円,7%,九州,沖縄県,石垣島
マンゴー園,農林,3億円,2100万円,7%,九州,沖縄県,石垣島
石垣牛屋,食品,4億円,2800万円,7%,九州,沖縄県,石垣島
パイナップル園,農林,1億円,400万円,4%,九州,沖縄県,石垣島
琉球ガラス工房,商業,1億円,300万円,3%,九州,沖縄県,石垣島
琉球ガラス工房,商業,1億円,300万円,3%,九州,沖縄県,石垣島
琉球ガラス工房,商業,1億円,300万円,3%,九州,沖縄県,石垣島
宮古そば屋,食品,1000万円,500万円,50%,九州,沖縄県,宮古島
さとうきび畑,農林,5000万円,400万円,8%,九州,沖縄県,宮古島
さとうきび畑,農林,5000万円,400万円,8%,九州,沖縄県,宮古島
宮古牛工場,食品,5億円,1500万円,3%,九州,沖縄県,宮古島
宮古上布工房,商業,1億円,200万円,2%,九州,沖縄県,宮古島
泡盛酒造工場,食品,3億円,600万円,2%,九州,沖縄県,宮古島
リゾートホテル,観光,30億円,6000万円,2%,九州,沖縄県,宮古島
ゴルフ場,観光,50億円,1億円,2%,九州,沖縄県,宮古島
車エビ漁,水産,5000万円,250万円,5%,九州,沖縄県,久米島
リゾートホテル,観光,30億円,1億2000万円,4%,九州,沖縄県,久米島
久米島がすり工房,商業,1億円,200万円,2%,九州,沖縄県,久米島
久米島がすり工房,商業,1億円,200万円,2%,九州,沖縄県,久米島
泡盛酒造工場,食品,3億円,600万円,2%,九州,沖縄県,久米島
ロコモコ丼屋,食品,1000万円,800万円,80%,海外,ハワイ,ホノルル
パンケーキ屋,食品,1000万円,1000万円,100%,海外,ハワイ,ホノルル
アロハシャツ屋,商業,1億円,5000万円,50%,海外,ハワイ,ホノルル
アロハシャツ屋,商業,1億円,5000万円,50%,海外,ハワイ,ホノルル
ウクレレ工房,商業,4億円,2億円,50%,海外,ハワイ,ホノルル
パイナップル園,農林,5億円,5000万円,10%,海外,ハワイ,ホノルル
パイナップル園,農林,5億円,5000万円,10%,海外,ハワイ,ホノルル
リゾートホテル,観光,400億円,16億円,4%,海外,ハワイ,ホノルル